Title,Link,Publish Date (UTC)
07   Culture of Error,https://www.youtube.com/watch?v=6CX68tJDCzg,2023-02-26T16:00:03Z
06   Affirmative Checking,https://www.youtube.com/watch?v=iA3fvz7XY4o,2023-02-26T03:22:26Z
05   Affirmative Checking,https://www.youtube.com/watch?v=wSj_MTSl_zw,2023-02-26T03:21:41Z
03   Show me,https://www.youtube.com/watch?v=hC7XyRqlkzs,2023-02-26T03:21:08Z
02   Standardize the format,https://www.youtube.com/watch?v=5dwKYduqoMY,2023-02-26T03:20:29Z
01   Reject Self report,https://www.youtube.com/watch?v=74hbccXW0G4,2023-02-26T03:19:38Z
Vocabulary Programs in Bilingual and International Schools,https://www.youtube.com/watch?v=czuASlRiiYM,2023-02-12T08:41:00Z
[Archives 2018] Ice reads My Dog,https://www.youtube.com/watch?v=vH8-QsTkmI4,2023-02-09T04:19:20Z
[Archives 2018] Mali and Cartoon do CVC for the first time,https://www.youtube.com/watch?v=JSmS4HmfPHs,2023-02-07T13:30:35Z
Using a collocation dictionary to improve student writing,https://www.youtube.com/watch?v=EGyqg-N_JKg,2023-02-06T01:46:18Z
Authentic Reading - An EFL Reading Framework for Newer Teachers,https://www.youtube.com/watch?v=TeHdXcnM-mE,2023-02-05T07:07:29Z
Estimating the causal effects of Khan Academy MAP Accelerator across demographic subgroups,https://www.youtube.com/watch?v=Qu4ZUvF7vMU,2023-02-04T04:00:15Z
Reading performance of Japanese high school learners following a one-year extensive reading program,https://www.youtube.com/watch?v=4hdxeicF8dY,2023-02-03T04:00:01Z
What does the research say about standards-based grading: A research primer,https://www.youtube.com/watch?v=b6OmuYf_GIw,2023-02-02T02:16:55Z
Aligning the Lexile Framework for Reading to theCommon European Framework of Reference,https://www.youtube.com/watch?v=1wiX6rrpNto,2023-02-01T10:53:32Z
Why standard phonics workbooks don't work for bilingual schools,https://www.youtube.com/watch?v=TtazHBv4n8o,2023-01-25T06:56:45Z
Always get all the facts before taking a side,https://www.youtube.com/watch?v=avtkRXFfty4,2023-01-21T03:10:30Z
Don't use ChatGPT for investment advice,https://www.youtube.com/watch?v=JRPzzB9tgbo,2023-01-09T05:54:26Z
TLAC 2 0 Technique 1 Reject Self Report,https://www.youtube.com/watch?v=vbs1-GPeEL0,2022-10-11T12:38:37Z
TLAC 2.0 Part 1 Check for Understanding,https://www.youtube.com/watch?v=Jrjdy8A7XXo,2022-10-11T12:20:51Z
Retrieval Practice Short,https://www.youtube.com/watch?v=VcTS7vNShPU,2022-10-02T04:38:24Z
TLAC 3.0 Technique 7 Retrieval Practice,https://www.youtube.com/watch?v=dysID9X2STs,2022-10-02T04:13:00Z
[Archives 2020] Union Intersection Complement and Difference in Sets,https://www.youtube.com/watch?v=Ws0Bxi38yik,2022-08-29T05:06:03Z
[Archives 2020] Triple Venn Diagram Set Operator Practice 1,https://www.youtube.com/watch?v=eyggcGhXrHc,2022-08-29T05:05:26Z
[Archives 2020] TLAC 2.0 Technique 22 Board Equals Paper,https://www.youtube.com/watch?v=fyTT8REfNMM,2022-08-29T05:04:47Z
[Archives 2020] TLAC 2.0 Technique 59 Precise Praise,https://www.youtube.com/watch?v=NOxjxOBRNA4,2022-08-29T05:04:24Z
[Archives 2020] TLAC 2.0 Technique 33 Cold Call,https://www.youtube.com/watch?v=xxn6FTBzAzA,2022-08-29T05:03:48Z
[Archives 2020] TLAC 2.0 Technique 21 Name the Steps,https://www.youtube.com/watch?v=gUh4KnU23KY,2022-08-28T07:27:19Z
[Archives 2020] TLAC 2.0 Technique 28 Brighten Lines,https://www.youtube.com/watch?v=WzviTExdF0g,2022-08-28T07:26:48Z
[Archives 2020] Subsets and Power Sets Part 2,https://www.youtube.com/watch?v=c6FNNBP0z8k,2022-08-21T08:15:22Z
[Archives 2020] Subsets and Power Sets Part 1,https://www.youtube.com/watch?v=v7pKbqOMxJM,2022-08-21T08:14:20Z
[Archives 2020] 0.3 Set Builder Notation  Complements  and Intersections,https://www.youtube.com/watch?v=A7prdN05NKU,2022-08-21T08:13:35Z
[Archives 2020] 0.2 Venn Diagrams  Subsets  and the Universal Set,https://www.youtube.com/watch?v=kEl5DETr_7U,2022-08-21T08:12:42Z
[Archives 2020] 0.1 Sets and Set Equality,https://www.youtube.com/watch?v=9qYMHmDpYOA,2022-08-21T05:03:46Z
[Archives 2021] Part 1  What are the foundations of good bilingual education,https://www.youtube.com/watch?v=sh-zHyXm7eI,2022-08-21T03:34:32Z
"[Archives 2021] Part 2  Language levels, reading levels, Lexile, testing, and SBG",https://www.youtube.com/watch?v=uD9tp_zvLtU,2022-08-21T03:34:28Z
Replace self report with something better Short,https://www.youtube.com/watch?v=8URe7wWjH_w,2022-08-01T02:55:37Z
Replace self report with something better TLAC 3.0 Technique 7,https://www.youtube.com/watch?v=7himF8J3ick,2022-08-01T02:55:18Z
No Opt Out Short,https://www.youtube.com/watch?v=lDjpciIP6wQ,2022-07-20T02:20:52Z
Stretch It Short,https://www.youtube.com/watch?v=1M20X9VLNRU,2022-07-19T06:44:10Z
Wait Time Short,https://www.youtube.com/watch?v=oszljgCoE9w,2022-07-19T06:43:32Z
Right is Right Short,https://www.youtube.com/watch?v=hH9U9DlSprE,2022-07-19T04:06:25Z
Cold Call TLAC 3.0 Technique 34,https://www.youtube.com/watch?v=wO9Y9R5xTaw,2022-07-14T07:20:56Z
Wait Time TLAC 3.0 Technique 33,https://www.youtube.com/watch?v=PvJw9ge8yFQ,2022-07-14T03:22:57Z
Stretch It TLAC 3.0 Technique 17,https://www.youtube.com/watch?v=rdszNzs0N80,2022-07-14T02:37:28Z
Right is Right TLAC 3.0 Technique 16,https://www.youtube.com/watch?v=H07fYE6vLGk,2022-07-13T23:36:49Z
No Opt Out TLAC 3.0 Technique 15,https://www.youtube.com/watch?v=NUL51AmaKfM,2022-07-12T06:18:27Z
Teach Like a Champion (TLAC) 3.0 Overview and Review,https://www.youtube.com/watch?v=5vJoq2fQ-bM,2022-07-12T03:19:50Z
Aleks   Trigonometry   Solving a Basic Trigonometric Equation Involving Sine or Cosine,https://www.youtube.com/watch?v=ex-zNEn3a3U,2022-06-12T08:31:41Z
Aleks   Trigonometry   Proving Trigonometric Identitites Problem Type 1,https://www.youtube.com/watch?v=PZkFYzsJ7TI,2022-06-12T08:28:21Z
Aleks   Trigonometry   Solving trigonometric equations modeling a real world situation,https://www.youtube.com/watch?v=RUWJ9qM-wo0,2022-06-12T08:27:59Z
[Archives 2016] Implementing Blended Learning in KPBS,https://www.youtube.com/watch?v=ZytFnOsn69s,2022-03-26T13:27:54Z
[Archives from 2016] What is Extensive Reading and how does it work?,https://www.youtube.com/watch?v=8ZbbqoO6b8o,2022-03-26T13:26:04Z
Nextcloud AIO -- Beautiful!,https://www.youtube.com/watch?v=AoPStL-BX9U,2021-12-06T12:50:52Z
Math 2   Zero Product Property,https://www.youtube.com/watch?v=4csMf-2ACos,2021-11-22T07:38:54Z
Math 2   Intro to Parabolas   Interpret a quadratic graph,https://www.youtube.com/watch?v=ufeFJy3lb0g,2021-11-15T07:24:37Z
Math 2   Factoring with a difference of squares,https://www.youtube.com/watch?v=BrX7YIZ0cw8,2021-11-15T07:24:08Z
Math 3   Analyze vertical asymptotes of rational functions,https://www.youtube.com/watch?v=MtM9Q_HvnfU,2021-11-15T07:23:39Z
Math 3   Graphs of Rational Functions,https://www.youtube.com/watch?v=U4UkdDOzo40,2021-11-15T07:23:06Z
Math 2   Multiplying and Factoring    Factoring by Grouping,https://www.youtube.com/watch?v=0LN_yRLc7Zo,2021-11-14T11:49:24Z
Math 2   Multiplying and Factoring    Difference of Squares Intro,https://www.youtube.com/watch?v=xxW-Lf-G7v4,2021-11-14T11:48:53Z
Math 3   Rational Functions   End Behavior,https://www.youtube.com/watch?v=D2WdIFxsMgc,2021-11-14T11:48:24Z
Math 3   Rational Functions   Asymptotes,https://www.youtube.com/watch?v=LzueBM9nBeU,2021-11-14T11:47:52Z
Solve exponential equations using exponential properties advanced,https://www.youtube.com/watch?v=fXhx2bfQVjI,2021-10-19T11:27:55Z
Unit: Rational exponents and radicals -- Solve exponential equations using exponential properties,https://www.youtube.com/watch?v=68ANaUxw7lg,2021-10-19T11:05:53Z
Combinations,https://www.youtube.com/watch?v=oXNnfREmZfU,2021-10-19T10:49:30Z
Binomial Theorem,https://www.youtube.com/watch?v=n6j5EPE7X_o,2021-10-19T10:33:22Z
Linear equations and graphs   horizontal and vertical lines,https://www.youtube.com/watch?v=A6J043Z-ZTY,2021-10-18T12:00:52Z
Linear equations and graphs   slope from two points,https://www.youtube.com/watch?v=5VxxMPOGg3M,2021-10-18T11:43:52Z
Linear equations and graphs   slope from a table,https://www.youtube.com/watch?v=B5bHUS7HWeM,2021-10-18T11:30:33Z
Linear Equations and Graphs    Graph from slope,https://www.youtube.com/watch?v=FW2i72uER3w,2021-10-13T11:23:59Z
Linear Equations and Graphs    Slope from graph,https://www.youtube.com/watch?v=-e8q4mxzUas,2021-10-13T11:07:15Z
Linear Equations and Graphs    Complete solutions to 2 variable equations,https://www.youtube.com/watch?v=vcFjlJx_naM,2021-10-13T10:51:09Z
Linear Equations and Graphs    Solutions to 2 variable equations,https://www.youtube.com/watch?v=xlqMDgRyPxg,2021-10-13T10:36:06Z
Introducing Logic Using Set Theory,https://www.youtube.com/watch?v=KGYH9td-Tgg,2021-08-09T02:13:11Z
Set operations worked examples,https://www.youtube.com/watch?v=xz2d7e9gsKg,2021-07-22T07:56:09Z
Khan Academy 7th grade Distributive property with variables negative numbers,https://www.youtube.com/watch?v=gLZ7YCWxjmo,2021-07-20T02:43:36Z
Khan Academy 7th grade Expressions Combining like terms with rational coefficients,https://www.youtube.com/watch?v=ngOtv7mD0UM,2021-07-20T02:30:05Z
Khan Academy 7th grade Expressions Combining like terms with negative coefficients and districution,https://www.youtube.com/watch?v=zvDona_v1FU,2021-07-20T02:29:36Z
Khan Academy 7th grade Expressions Combining like terms with negative coefficients,https://www.youtube.com/watch?v=iJBcqdNFOaY,2021-07-20T02:29:03Z
Khan Academy Algebra Shift Parabolas,https://www.youtube.com/watch?v=GbxNjZpU53w,2021-07-19T12:53:05Z
Khan Academy Algebra Scale and reflect parabolas,https://www.youtube.com/watch?v=-B6odmnbI_g,2021-07-19T12:52:50Z
Khan Academy Algebra Compare quadratic functions,https://www.youtube.com/watch?v=X2yVFHFNjBM,2021-07-19T12:51:48Z
Khan Academy Algebra Graph parabolas in all forms,https://www.youtube.com/watch?v=D6qB56CEGq8,2021-07-19T09:36:36Z
Khan Academy Algebra Interpret quadratic models,https://www.youtube.com/watch?v=gAcNdOwWYLU,2021-07-19T09:35:23Z
Khan Academy Algebra Features of quadratic functions,https://www.youtube.com/watch?v=qfJcOLcA_zM,2021-07-19T09:34:02Z
Khan Academy Algebra Features of quadratic functions strategy,https://www.youtube.com/watch?v=vlhPsUF4l1I,2021-07-19T09:33:25Z
Khan Academy Algebra Graph quadratics in standard form,https://www.youtube.com/watch?v=nOCXGz4pYCA,2021-07-18T02:18:43Z
Khan Academy Algebra Quadratic word problems standard form,https://www.youtube.com/watch?v=VpXFHI3GQlg,2021-07-18T02:17:38Z
Khan Academy Algebra Strategy in solving quadratics,https://www.youtube.com/watch?v=UmTtz2pyIJ8,2021-07-18T02:17:31Z
Khan Academy Algebra Completing the square,https://www.youtube.com/watch?v=4S27D95vv-4,2021-07-17T12:37:33Z
Khan Academy Algebra Solve equations by completing the square,https://www.youtube.com/watch?v=7w7H7MxGv1o,2021-07-17T12:37:28Z
Khan Academy Algebra Completing the square intermediate,https://www.youtube.com/watch?v=tytI9Y6qEeM,2021-07-17T11:56:55Z
Khan Academy Algebra Completing the square intro,https://www.youtube.com/watch?v=ojtU9O-Wfyc,2021-07-17T11:56:36Z
Khan Academy Algebra Number of solutions of quadratic equations,https://www.youtube.com/watch?v=gxrBoJHrIzU,2021-07-17T06:48:54Z
Khan Academy Algebra Quadratic Formula,https://www.youtube.com/watch?v=Rv9DqbSoDIY,2021-07-17T06:47:48Z
Khan Academy Algebra Quadratic equations by factoring intro,https://www.youtube.com/watch?v=-a4BpX6sJEQ,2021-07-17T05:11:07Z
Khan Academy Algebra Solve equations using structure,https://www.youtube.com/watch?v=cBg5iCLbRmE,2021-07-17T05:10:56Z
Khan Academy Algebra Quadratics by factoring,https://www.youtube.com/watch?v=fLpmCYpzPWg,2021-07-17T05:10:17Z
Khan Academy Algebra Word Problems Vertex Form,https://www.youtube.com/watch?v=OrjLWL-_rLE,2021-07-16T06:40:49Z
Khan Academy Algebra Graph quadratics in vertex form,https://www.youtube.com/watch?v=zSwK4o3dvWk,2021-07-16T06:40:45Z
Khan Algebra Quadratics by taking square roots with steps 2021,https://www.youtube.com/watch?v=fWlOXIS9X0s,2021-07-16T02:37:53Z
Khan Algebra Quadratics by taking square roots strategy 2021,https://www.youtube.com/watch?v=oFoquln4mQg,2021-07-16T02:37:20Z
Khan Algebra Quadratics by taking square roots intro 2021,https://www.youtube.com/watch?v=iTZ76zAsRRk,2021-07-16T02:36:34Z
Khan Algebra Quadratics by taking square roots 2021,https://www.youtube.com/watch?v=5Jgbkc-KE3c,2021-07-16T02:35:59Z
Khan Algebra Zero Product Property 2021,https://www.youtube.com/watch?v=A9TePir5tSk,2021-07-15T09:16:22Z
Khan Algebra Quadratic word problems factored form 2021,https://www.youtube.com/watch?v=o7kNTWw9GVU,2021-07-15T09:15:38Z
Khan Algebra Parabolas Intro 2021,https://www.youtube.com/watch?v=rvcbf7zXEgM,2021-07-15T09:13:16Z
Khan Algebra Interpret parabolas in context 2021,https://www.youtube.com/watch?v=a2Aao8_HI_A,2021-07-15T09:12:36Z
Khan Algebra Interpret a quadratic graph  2021,https://www.youtube.com/watch?v=Jyz_YIN3_Fk,2021-07-15T09:11:30Z
Khan Algebra Graph quadratics in factored form 2021,https://www.youtube.com/watch?v=-3jXMCKCfXY,2021-07-15T09:10:28Z
Too much math homework?,https://www.youtube.com/watch?v=ZBpvCJDRe1I,2021-07-02T05:47:01Z
"Khan Academy 7th grade: Expressions, equations, and inequalities - Quiz 3",https://www.youtube.com/watch?v=0urxTVhuRyY,2021-07-01T01:57:46Z
Khan Academy 7th Grade Unit 1 Lesson 1,https://www.youtube.com/watch?v=9GkbcyJvTvM,2021-06-29T15:56:36Z
How to register for 1:1 time with your teacher.,https://www.youtube.com/watch?v=NdsK_-VnHoY,2021-06-22T08:44:00Z
How to learn English in a year (interview with Cartoon),https://www.youtube.com/watch?v=uQffh-uRnlE,2021-06-19T13:32:31Z
Using integer disks to help add and subtract negative numbers,https://www.youtube.com/watch?v=itWJl5lz8H8,2021-06-11T09:54:04Z
Fedora 34 Silverblue Overview and Thoughts,https://www.youtube.com/watch?v=XpeqFcE5eLs,2021-04-17T03:58:43Z
Khan Academy Warmup graphing quadratics in vertex form,https://www.youtube.com/watch?v=PBPAhrRCW74,2021-02-27T10:16:57Z
Khan Algebra Evaluating expressions with one variable,https://www.youtube.com/watch?v=FUILCblbPRs,2021-02-27T10:16:35Z
Khan Algebra Graph quadratics in factored form practice,https://www.youtube.com/watch?v=eDd4G9YMYFk,2021-02-27T10:15:48Z
Khan Algebra Parabolas Intro,https://www.youtube.com/watch?v=U1toJl8HfrI,2021-02-27T10:15:29Z
Khan Algebra Parabolas Intro Practice Walkthrough,https://www.youtube.com/watch?v=T4qh7aXKA3o,2021-02-27T10:15:09Z
Khan algebra Quadratics by taking square roots,https://www.youtube.com/watch?v=_FunYKHO6YA,2021-02-27T10:14:41Z
Khan Algebra Quadratics by taking square roots practice,https://www.youtube.com/watch?v=haif6RCgpkQ,2021-02-27T10:14:14Z
Khan Algebra Quadratics by taking square roots,https://www.youtube.com/watch?v=c1bP1PSQJ0c,2021-02-27T10:13:51Z
Khan Algebra Quadratics by taking square roots,https://www.youtube.com/watch?v=qtq9BBLm2zw,2021-02-27T10:13:26Z
Khan Algebra Quadratic word problems in factored form,https://www.youtube.com/watch?v=rtaFSMipeIA,2021-02-27T10:13:02Z
Khan Academy Warmup  exponential vs  linear growth,https://www.youtube.com/watch?v=Vk95_nlAcIU,2020-07-24T17:00:13Z
Khan Academy Solve equations using structure pract,https://www.youtube.com/watch?v=xRw-9Lb3u9s,2020-07-23T17:00:15Z
Khan Academy Quadratic word problems standard form,https://www.youtube.com/watch?v=iCm990E43Ok,2020-07-22T17:00:12Z
Khan Academy Quadratics by factoring practice walk,https://www.youtube.com/watch?v=WQ-luZr6lO4,2020-07-21T17:00:10Z
Khan Academy Quadratics by factoring intro practic,https://www.youtube.com/watch?v=MwJsOfMG6ig,2020-07-20T17:00:07Z
Khan Academy Quadratic formula practice walkthroug,https://www.youtube.com/watch?v=N5Hn5m05Ysc,2020-07-19T17:00:05Z
Khan Academy Number of solutions of quadratic equa,https://www.youtube.com/watch?v=6W2iS_tHlpQ,2020-07-18T17:00:03Z
Khan Academy Graph quadratics in vertex form pract1,https://www.youtube.com/watch?v=3QEFdjC9MDQ,2020-07-17T17:00:02Z
Khan Academy Graph quadratics in vertex form pract,https://www.youtube.com/watch?v=-lweX4pVO5o,2020-07-16T17:00:00Z
Khan Academy Graph quadratics in standard form pra,https://www.youtube.com/watch?v=GrS68qmxoqI,2020-07-15T17:00:04Z
Khan Academy Features of quadratic functions  stra,https://www.youtube.com/watch?v=teu4xFzlbCw,2020-07-14T17:00:16Z
Khan Academy Completing the square practice walkth,https://www.youtube.com/watch?v=2roVKZXGDBw,2020-07-13T17:00:01Z
Khan Academy Completing the square intro practice,https://www.youtube.com/watch?v=REXuN4RjrWk,2020-07-12T17:00:06Z
Khan Academy Completing the square intermediate pr,https://www.youtube.com/watch?v=YxLTiLJifBA,2020-07-11T17:00:05Z
Kan Academy Quadratic word problems vertex form pr,https://www.youtube.com/watch?v=EUiwQHz7D_Q,2020-07-10T17:00:09Z
5 6 Dividing Fractions,https://www.youtube.com/watch?v=vARs8tijDvw,2020-07-10T09:42:02Z
5 5 Multiplying Fractions,https://www.youtube.com/watch?v=La22z8aUp18,2020-07-10T09:41:43Z
Khan Algebra Warmup  graphing quadratics in factor,https://www.youtube.com/watch?v=jBp_KTg4VwI,2020-07-10T09:40:51Z
Khan Algebra Zero product property,https://www.youtube.com/watch?v=WCAz1PgJFpU,2020-07-10T09:40:31Z
Khan algebra zero product property practice walkth,https://www.youtube.com/watch?v=kSxG8Gr0aR0,2020-07-10T09:40:06Z
Understanding Quadratic Word Problems สมการกำลังสอ,https://www.youtube.com/watch?v=FBwfATF4r4s,2020-07-10T09:37:14Z
Teach Like a Champion 2.0 Overview and How to Use,https://www.youtube.com/watch?v=0uIU8ZrG7yc,2020-04-10T07:17:05Z
Muang Thong's Cosmo Bazaar New Look,https://www.youtube.com/watch?v=lgAS_YWpNm8,2019-02-10T04:26:57Z
Kornprapaphat Introduction,https://www.youtube.com/watch?v=0-zjhtckTk4,2016-02-17T17:49:24Z
Network booting Elementary OS iso in a lab,https://www.youtube.com/watch?v=Ffw41jSodPU,2013-11-16T13:22:39Z